2017-08-22 15:01:55,661 INFO: android_total=88, ios_total=12, android_error=37, ios_error=6
2017-08-23 10:54:14,717 INFO: android_total=92, ios_total=8, android_error=58, ios_error=3
2017-08-23 10:54:15,160 INFO: android_total=88, ios_total=12, android_error=57, ios_error=4
2017-08-23 10:54:15,554 INFO: android_total=89, ios_total=11, android_error=61, ios_error=3
2017-08-23 10:54:15,936 INFO: android_total=84, ios_total=16, android_error=47, ios_error=8
2017-08-23 10:54:16,306 INFO: android_total=92, ios_total=8, android_error=32, ios_error=1
2017-08-23 10:54:16,640 INFO: android_total=91, ios_total=9, android_error=68, ios_error=6
2017-08-23 10:54:17,012 INFO: android_total=89, ios_total=11, android_error=60, ios_error=2
2017-08-23 10:54:17,335 INFO: android_total=62, ios_total=10, android_error=45, ios_error=4
2017-08-23 10:54:17,533 INFO: android_total=26, ios_total=2, android_error=14, ios_error=0
2017-08-23 10:54:18,451 INFO: android_total=83, ios_total=17, android_error=53, ios_error=4
2017-08-23 10:54:19,047 INFO: android_total=86, ios_total=14, android_error=61, ios_error=3
2017-08-23 10:54:19,404 INFO: android_total=92, ios_total=8, android_error=64, ios_error=2
2017-08-23 10:54:19,756 INFO: android_total=90, ios_total=10, android_error=57, ios_error=2
2017-08-23 10:54:20,111 INFO: android_total=86, ios_total=14, android_error=50, ios_error=2
2017-08-23 10:54:20,532 INFO: android_total=80, ios_total=20, android_error=53, ios_error=7
2017-08-23 10:54:20,884 INFO: android_total=89, ios_total=11, android_error=55, ios_error=6
2017-08-23 10:54:21,244 INFO: android_total=87, ios_total=13, android_error=33, ios_error=8
2017-08-23 10:54:21,611 INFO: android_total=83, ios_total=17, android_error=57, ios_error=7
2017-08-23 10:54:21,917 INFO: android_total=62, ios_total=12, android_error=38, ios_error=3
2017-08-23 10:54:22,113 INFO: android_total=23, ios_total=3, android_error=11, ios_error=0
2017-08-23 10:54:23,059 INFO: android_total=84, ios_total=16, android_error=57, ios_error=9
2017-08-23 10:54:23,232 INFO: android_total=5, ios_total=2, android_error=5, ios_error=1
2017-08-23 10:54:23,419 INFO: android_total=17, ios_total=1, android_error=4, ios_error=0
2017-08-23 10:54:34,090 INFO: android_total=70, ios_total=30, android_error=47, ios_error=13
2017-08-23 10:54:34,484 INFO: android_total=87, ios_total=13, android_error=56, ios_error=7
2017-08-23 10:54:34,870 INFO: android_total=92, ios_total=8, android_error=55, ios_error=3
2017-08-23 10:54:35,265 INFO: android_total=86, ios_total=14, android_error=58, ios_error=5
2017-08-23 10:54:35,554 INFO: android_total=88, ios_total=12, android_error=40, ios_error=0
2017-08-23 10:54:35,912 INFO: android_total=89, ios_total=11, android_error=56, ios_error=3
2017-08-23 10:54:36,548 INFO: android_total=82, ios_total=18, android_error=52, ios_error=9
2017-08-23 10:54:36,924 INFO: android_total=91, ios_total=9, android_error=68, ios_error=3
2017-08-23 10:54:37,305 INFO: android_total=91, ios_total=9, android_error=64, ios_error=3
2017-08-23 10:54:37,514 INFO: android_total=18, ios_total=3, android_error=15, ios_error=2
2017-08-23 10:54:37,760 INFO: android_total=73, ios_total=6, android_error=29, ios_error=2
2017-08-23 10:54:40,183 INFO: android_total=81, ios_total=19, android_error=52, ios_error=5
2017-08-23 10:54:40,557 INFO: android_total=86, ios_total=14, android_error=61, ios_error=3
2017-08-23 10:54:40,959 INFO: android_total=92, ios_total=8, android_error=64, ios_error=2
2017-08-23 10:54:41,384 INFO: android_total=89, ios_total=11, android_error=56, ios_error=2
2017-08-23 10:54:41,779 INFO: android_total=87, ios_total=13, android_error=40, ios_error=7
2017-08-23 10:54:42,128 INFO: android_total=84, ios_total=16, android_error=52, ios_error=3
2017-08-23 10:54:42,575 INFO: android_total=82, ios_total=18, android_error=55, ios_error=6
2017-08-23 10:54:42,976 INFO: android_total=82, ios_total=18, android_error=49, ios_error=11
2017-08-23 10:54:43,387 INFO: android_total=87, ios_total=13, android_error=61, ios_error=5
2017-08-23 10:54:43,557 INFO: android_total=13, ios_total=1, android_error=11, ios_error=0
2017-08-23 10:54:43,827 INFO: android_total=76, ios_total=10, android_error=32, ios_error=1
2017-08-23 10:54:44,754 INFO: android_total=83, ios_total=17, android_error=51, ios_error=7
2017-08-23 10:54:44,950 INFO: android_total=15, ios_total=3, android_error=13, ios_error=2
2017-08-23 10:54:45,154 INFO: android_total=27, ios_total=2, android_error=10, ios_error=1
2017-08-23 10:54:57,087 INFO: android_total=69, ios_total=31, android_error=45, ios_error=11
2017-08-23 10:54:57,482 INFO: android_total=86, ios_total=14, android_error=57, ios_error=7
2017-08-23 10:54:57,860 INFO: android_total=90, ios_total=10, android_error=60, ios_error=4
2017-08-23 10:54:58,253 INFO: android_total=92, ios_total=8, android_error=58, ios_error=2
2017-08-23 10:54:58,656 INFO: android_total=85, ios_total=15, android_error=62, ios_error=6
2017-08-23 10:54:59,020 INFO: android_total=87, ios_total=13, android_error=52, ios_error=4
2017-08-23 10:54:59,403 INFO: android_total=92, ios_total=8, android_error=30, ios_error=1
2017-08-23 10:54:59,714 INFO: android_total=85, ios_total=15, android_error=54, ios_error=9
2017-08-23 10:55:00,093 INFO: android_total=90, ios_total=10, android_error=66, ios_error=2
2017-08-23 10:55:00,402 INFO: android_total=69, ios_total=5, android_error=49, ios_error=2
2017-08-23 10:55:00,611 INFO: android_total=26, ios_total=0, android_error=14, ios_error=0
2017-08-23 10:55:01,642 INFO: android_total=79, ios_total=21, android_error=56, ios_error=6
2017-08-23 10:55:02,440 INFO: android_total=85, ios_total=15, android_error=56, ios_error=3
2017-08-23 10:55:02,806 INFO: android_total=87, ios_total=13, android_error=63, ios_error=4
2017-08-23 10:55:03,181 INFO: android_total=90, ios_total=10, android_error=61, ios_error=2
2017-08-23 10:55:03,585 INFO: android_total=90, ios_total=10, android_error=58, ios_error=3
2017-08-23 10:55:04,021 INFO: android_total=88, ios_total=12, android_error=54, ios_error=1
2017-08-23 10:55:04,419 INFO: android_total=84, ios_total=16, android_error=54, ios_error=7
2017-08-23 10:55:04,792 INFO: android_total=86, ios_total=14, android_error=32, ios_error=7
2017-08-23 10:55:05,086 INFO: android_total=86, ios_total=14, android_error=52, ios_error=5
2017-08-23 10:55:05,409 INFO: android_total=67, ios_total=17, android_error=42, ios_error=8
2017-08-23 10:55:05,579 INFO: android_total=14, ios_total=2, android_error=6, ios_error=1
2017-08-23 10:55:06,659 INFO: android_total=86, ios_total=14, android_error=57, ios_error=5
2017-08-23 10:55:07,046 INFO: android_total=87, ios_total=13, android_error=59, ios_error=6
2017-08-23 10:55:07,306 INFO: android_total=34, ios_total=9, android_error=25, ios_error=5
2017-08-23 10:55:07,512 INFO: android_total=35, ios_total=3, android_error=12, ios_error=0
2017-08-23 10:55:20,445 INFO: android_total=69, ios_total=31, android_error=43, ios_error=12
2017-08-23 10:55:20,947 INFO: android_total=85, ios_total=15, android_error=57, ios_error=9
2017-08-23 10:55:21,426 INFO: android_total=89, ios_total=11, android_error=54, ios_error=3
2017-08-23 10:55:21,975 INFO: android_total=91, ios_total=9, android_error=55, ios_error=3
2017-08-23 10:55:22,417 INFO: android_total=87, ios_total=13, android_error=59, ios_error=5
2017-08-23 10:55:22,847 INFO: android_total=87, ios_total=13, android_error=53, ios_error=4
2017-08-23 10:55:23,221 INFO: android_total=92, ios_total=8, android_error=29, ios_error=1
2017-08-23 10:55:23,598 INFO: android_total=86, ios_total=14, android_error=55, ios_error=9
2017-08-23 10:55:24,008 INFO: android_total=91, ios_total=9, android_error=63, ios_error=2
2017-08-23 10:55:24,302 INFO: android_total=64, ios_total=5, android_error=45, ios_error=3
2017-08-23 10:55:24,501 INFO: android_total=30, ios_total=1, android_error=16, ios_error=0
2017-08-23 10:55:25,425 INFO: android_total=82, ios_total=18, android_error=50, ios_error=5
2017-08-23 10:55:25,817 INFO: android_total=84, ios_total=16, android_error=56, ios_error=3
2017-08-23 10:55:26,204 INFO: android_total=90, ios_total=10, android_error=63, ios_error=4
2017-08-23 10:55:28,014 INFO: android_total=91, ios_total=9, android_error=63, ios_error=1
2017-08-23 10:55:28,425 INFO: android_total=91, ios_total=9, android_error=54, ios_error=2
2017-08-23 10:55:28,864 INFO: android_total=84, ios_total=16, android_error=47, ios_error=4
2017-08-23 10:55:29,264 INFO: android_total=80, ios_total=20, android_error=55, ios_error=6
2017-08-23 10:55:29,679 INFO: android_total=85, ios_total=15, android_error=32, ios_error=7
2017-08-23 10:55:30,001 INFO: android_total=89, ios_total=11, android_error=53, ios_error=6
2017-08-23 10:55:30,341 INFO: android_total=67, ios_total=15, android_error=45, ios_error=6
2017-08-23 10:55:30,523 INFO: android_total=15, ios_total=3, android_error=7, ios_error=1
2017-08-23 10:55:31,511 INFO: android_total=86, ios_total=14, android_error=53, ios_error=4
2017-08-23 10:55:31,968 INFO: android_total=83, ios_total=17, android_error=56, ios_error=9
2017-08-23 10:55:32,135 INFO: android_total=7, ios_total=2, android_error=6, ios_error=1
2017-08-23 10:55:32,344 INFO: android_total=32, ios_total=2, android_error=10, ios_error=0
2017-08-23 10:55:43,020 INFO: android_total=69, ios_total=31, android_error=45, ios_error=14
2017-08-23 10:55:43,400 INFO: android_total=88, ios_total=12, android_error=58, ios_error=8
2017-08-23 10:55:43,793 INFO: android_total=87, ios_total=13, android_error=52, ios_error=3
2017-08-23 10:55:44,201 INFO: android_total=90, ios_total=10, android_error=52, ios_error=4
2017-08-23 10:55:44,532 INFO: android_total=88, ios_total=12, android_error=36, ios_error=0
2017-08-23 10:55:44,890 INFO: android_total=88, ios_total=12, android_error=57, ios_error=4
2017-08-23 10:55:45,276 INFO: android_total=87, ios_total=13, android_error=53, ios_error=3
2017-08-23 10:55:45,683 INFO: android_total=86, ios_total=14, android_error=59, ios_error=9
2017-08-23 10:55:46,348 INFO: android_total=91, ios_total=9, android_error=61, ios_error=2
2017-08-23 10:55:46,562 INFO: android_total=18, ios_total=1, android_error=13, ios_error=1
2017-08-23 10:55:46,803 INFO: android_total=76, ios_total=5, android_error=31, ios_error=2
2017-08-23 10:55:47,724 INFO: android_total=86, ios_total=14, android_error=58, ios_error=5
2017-08-23 10:55:48,124 INFO: android_total=83, ios_total=17, android_error=50, ios_error=4
2017-08-23 10:55:48,523 INFO: android_total=88, ios_total=12, android_error=63, ios_error=3
2017-08-23 10:55:48,909 INFO: android_total=92, ios_total=8, android_error=62, ios_error=3
2017-08-23 10:55:49,317 INFO: android_total=88, ios_total=12, android_error=56, ios_error=2
2017-08-23 10:55:49,639 INFO: android_total=86, ios_total=14, android_error=35, ios_error=6
2017-08-23 10:55:50,011 INFO: android_total=87, ios_total=13, android_error=54, ios_error=1
2017-08-23 10:55:50,413 INFO: android_total=84, ios_total=16, android_error=55, ios_error=7
2017-08-23 10:55:50,822 INFO: android_total=86, ios_total=14, android_error=52, ios_error=5
2017-08-23 10:55:51,038 INFO: android_total=22, ios_total=4, android_error=12, ios_error=3
2017-08-23 10:55:51,283 INFO: android_total=68, ios_total=6, android_error=30, ios_error=2
2017-08-23 10:55:52,236 INFO: android_total=84, ios_total=16, android_error=55, ios_error=7
2017-08-23 10:55:52,686 INFO: android_total=87, ios_total=13, android_error=56, ios_error=3
2017-08-23 10:55:53,098 INFO: android_total=83, ios_total=17, android_error=55, ios_error=9
2017-08-23 10:55:53,254 INFO: android_total=1, ios_total=1, android_error=1, ios_error=0
2017-08-23 10:55:53,497 INFO: android_total=59, ios_total=8, android_error=23, ios_error=1
2017-08-23 10:56:05,175 INFO: android_total=70, ios_total=30, android_error=47, ios_error=12
2017-08-23 10:56:05,508 INFO: android_total=85, ios_total=15, android_error=56, ios_error=8
2017-08-23 10:56:05,880 INFO: android_total=89, ios_total=11, android_error=54, ios_error=3
2017-08-23 10:56:06,251 INFO: android_total=87, ios_total=13, android_error=34, ios_error=0
2017-08-23 10:56:06,550 INFO: android_total=92, ios_total=8, android_error=60, ios_error=3
2017-08-23 10:56:06,878 INFO: android_total=87, ios_total=13, android_error=62, ios_error=4
2017-08-23 10:56:07,201 INFO: android_total=85, ios_total=15, android_error=52, ios_error=4
2017-08-23 10:56:07,548 INFO: android_total=87, ios_total=13, android_error=57, ios_error=9
2017-08-23 10:56:07,925 INFO: android_total=89, ios_total=11, android_error=62, ios_error=3
2017-08-23 10:56:08,098 INFO: android_total=10, ios_total=0, android_error=7, ios_error=0
2017-08-23 10:56:08,401 INFO: android_total=85, ios_total=5, android_error=36, ios_error=2
2017-08-23 10:56:09,300 INFO: android_total=85, ios_total=15, android_error=60, ios_error=6
2017-08-23 10:56:09,692 INFO: android_total=85, ios_total=15, android_error=54, ios_error=3
2017-08-23 10:56:10,080 INFO: android_total=85, ios_total=15, android_error=58, ios_error=3
2017-08-23 10:56:10,484 INFO: android_total=90, ios_total=10, android_error=62, ios_error=5
2017-08-23 10:56:10,844 INFO: android_total=90, ios_total=10, android_error=59, ios_error=3
2017-08-23 10:56:11,174 INFO: android_total=84, ios_total=16, android_error=39, ios_error=8
2017-08-23 10:56:11,565 INFO: android_total=86, ios_total=14, android_error=54, ios_error=1
2017-08-23 10:56:11,971 INFO: android_total=87, ios_total=13, android_error=57, ios_error=5
2017-08-23 10:56:12,334 INFO: android_total=84, ios_total=16, android_error=56, ios_error=4
2017-08-23 10:56:12,559 INFO: android_total=24, ios_total=3, android_error=12, ios_error=3
2017-08-23 10:56:12,780 INFO: android_total=67, ios_total=6, android_error=28, ios_error=3
2017-08-23 10:56:13,561 INFO: android_total=82, ios_total=18, android_error=55, ios_error=9
2017-08-23 10:56:13,910 INFO: android_total=89, ios_total=11, android_error=58, ios_error=4
2017-08-23 10:56:14,345 INFO: android_total=83, ios_total=17, android_error=50, ios_error=7
2017-08-23 10:56:14,587 INFO: android_total=14, ios_total=3, android_error=13, ios_error=2
2017-08-23 10:56:14,824 INFO: android_total=67, ios_total=9, android_error=25, ios_error=1
2017-08-23 10:56:27,016 INFO: android_total=83, ios_total=17, android_error=47, ios_error=8
2017-08-23 10:56:27,377 INFO: android_total=91, ios_total=9, android_error=51, ios_error=3
2017-08-23 10:56:27,748 INFO: android_total=87, ios_total=13, android_error=48, ios_error=4
2017-08-23 10:56:28,080 INFO: android_total=88, ios_total=12, android_error=54, ios_error=4
2017-08-23 10:56:28,286 INFO: android_total=33, ios_total=4, android_error=16, ios_error=0
2017-08-23 10:56:30,114 INFO: android_total=64, ios_total=10, android_error=22, ios_error=4
2017-08-23 10:56:42,989 INFO: android_total=88, ios_total=12, android_error=40, ios_error=6
2017-08-23 10:56:43,370 INFO: android_total=83, ios_total=17, android_error=42, ios_error=6
2017-08-23 10:56:43,575 INFO: android_total=26, ios_total=1, android_error=10, ios_error=0
2017-08-23 10:56:43,789 INFO: android_total=36, ios_total=5, android_error=9, ios_error=2
2017-08-23 10:56:56,535 INFO: android_total=60, ios_total=19, android_error=30, ios_error=5
2017-08-23 10:56:56,724 INFO: android_total=18, ios_total=3, android_error=7, ios_error=0
2017-08-23 10:57:09,028 INFO: android_total=64, ios_total=36, android_error=42, ios_error=12
2017-08-23 10:57:09,442 INFO: android_total=89, ios_total=11, android_error=58, ios_error=6
2017-08-23 10:57:09,856 INFO: android_total=85, ios_total=15, android_error=55, ios_error=6
2017-08-23 10:57:10,269 INFO: android_total=93, ios_total=7, android_error=49, ios_error=1
2017-08-23 10:57:10,702 INFO: android_total=85, ios_total=15, android_error=55, ios_error=6
2017-08-23 10:57:11,136 INFO: android_total=90, ios_total=10, android_error=58, ios_error=3
2017-08-23 10:57:11,532 INFO: android_total=92, ios_total=8, android_error=31, ios_error=1
2017-08-23 10:57:11,860 INFO: android_total=88, ios_total=12, android_error=48, ios_error=4
2017-08-23 10:57:12,270 INFO: android_total=86, ios_total=14, android_error=48, ios_error=9
2017-08-23 10:57:12,599 INFO: android_total=73, ios_total=4, android_error=53, ios_error=2
2017-08-23 10:57:12,786 INFO: android_total=21, ios_total=2, android_error=8, ios_error=0
2017-08-23 10:57:13,796 INFO: android_total=91, ios_total=9, android_error=60, ios_error=1
2017-08-23 10:57:14,205 INFO: android_total=90, ios_total=10, android_error=60, ios_error=4
2017-08-23 10:57:14,608 INFO: android_total=80, ios_total=20, android_error=50, ios_error=5
2017-08-23 10:57:15,008 INFO: android_total=84, ios_total=16, android_error=53, ios_error=5
2017-08-23 10:57:15,410 INFO: android_total=90, ios_total=10, android_error=60, ios_error=5
2017-08-23 10:57:15,816 INFO: android_total=88, ios_total=12, android_error=58, ios_error=2
2017-08-23 10:57:16,272 INFO: android_total=88, ios_total=12, android_error=52, ios_error=3
2017-08-23 10:57:16,634 INFO: android_total=87, ios_total=13, android_error=50, ios_error=2
2017-08-23 10:57:17,015 INFO: android_total=88, ios_total=12, android_error=34, ios_error=7
2017-08-23 10:57:17,367 INFO: android_total=81, ios_total=15, android_error=48, ios_error=6
2017-08-23 10:57:19,164 INFO: android_total=69, ios_total=31, android_error=31, ios_error=13
2017-08-23 10:57:19,495 INFO: android_total=49, ios_total=19, android_error=30, ios_error=6
2017-08-23 10:57:19,689 INFO: android_total=20, ios_total=4, android_error=2, ios_error=2
2017-08-23 10:57:32,831 INFO: android_total=69, ios_total=31, android_error=32, ios_error=13
2017-08-23 10:57:33,163 INFO: android_total=47, ios_total=19, android_error=29, ios_error=6
2017-08-23 10:57:33,345 INFO: android_total=20, ios_total=4, android_error=2, ios_error=2
2017-08-23 10:57:46,020 INFO: android_total=75, ios_total=25, android_error=22, ios_error=5
2017-08-23 10:57:46,403 INFO: android_total=60, ios_total=17, android_error=20, ios_error=7
2017-08-23 10:57:46,618 INFO: android_total=38, ios_total=10, android_error=11, ios_error=2
2017-08-23 10:58:00,530 INFO: android_total=77, ios_total=23, android_error=30, ios_error=9
2017-08-23 10:58:00,946 INFO: android_total=89, ios_total=11, android_error=37, ios_error=1
2017-08-23 10:58:01,370 INFO: android_total=81, ios_total=19, android_error=37, ios_error=7
2017-08-23 10:58:01,747 INFO: android_total=55, ios_total=8, android_error=20, ios_error=4
2017-08-23 10:58:02,008 INFO: android_total=65, ios_total=13, android_error=17, ios_error=3
2017-08-23 10:58:13,399 INFO: android_total=73, ios_total=27, android_error=20, ios_error=7
2017-08-23 10:58:13,701 INFO: android_total=50, ios_total=11, android_error=18, ios_error=5
2017-08-23 10:58:13,923 INFO: android_total=35, ios_total=8, android_error=11, ios_error=1
2017-08-23 10:58:26,527 INFO: android_total=76, ios_total=24, android_error=31, ios_error=6
2017-08-23 10:58:26,943 INFO: android_total=83, ios_total=17, android_error=34, ios_error=7
2017-08-23 10:58:27,274 INFO: android_total=57, ios_total=14, android_error=21, ios_error=5
2017-08-23 10:58:27,530 INFO: android_total=63, ios_total=12, android_error=26, ios_error=3
2017-08-23 10:58:40,945 INFO: android_total=64, ios_total=36, android_error=34, ios_error=9
2017-08-23 10:58:41,407 INFO: android_total=80, ios_total=20, android_error=35, ios_error=5
2017-08-23 10:58:41,847 INFO: android_total=69, ios_total=31, android_error=37, ios_error=12
2017-08-23 10:58:42,237 INFO: android_total=91, ios_total=9, android_error=26, ios_error=2
2017-08-23 10:58:42,622 INFO: android_total=80, ios_total=20, android_error=39, ios_error=6
2017-08-23 10:58:43,075 INFO: android_total=78, ios_total=22, android_error=39, ios_error=1
2017-08-23 10:58:43,491 INFO: android_total=81, ios_total=19, android_error=38, ios_error=5
2017-08-23 10:58:43,935 INFO: android_total=78, ios_total=22, android_error=47, ios_error=2
2017-08-23 10:58:44,329 INFO: android_total=93, ios_total=7, android_error=35, ios_error=3
2017-08-23 10:58:44,635 INFO: android_total=71, ios_total=27, android_error=40, ios_error=8
2017-08-23 10:58:46,115 INFO: android_total=73, ios_total=27, android_error=38, ios_error=8
2017-08-23 10:58:46,546 INFO: android_total=77, ios_total=23, android_error=38, ios_error=8
2017-08-23 10:58:46,988 INFO: android_total=77, ios_total=23, android_error=39, ios_error=8
2017-08-23 10:58:47,383 INFO: android_total=66, ios_total=34, android_error=30, ios_error=11
2017-08-23 10:58:47,602 INFO: android_total=10, ios_total=1, android_error=6, ios_error=0
2017-08-23 10:58:47,867 INFO: android_total=56, ios_total=11, android_error=17, ios_error=4
2017-08-23 10:59:01,737 INFO: android_total=73, ios_total=27, android_error=35, ios_error=8
2017-08-23 10:59:02,139 INFO: android_total=77, ios_total=23, android_error=39, ios_error=8
2017-08-23 10:59:02,535 INFO: android_total=75, ios_total=25, android_error=38, ios_error=6
2017-08-23 10:59:02,892 INFO: android_total=62, ios_total=27, android_error=31, ios_error=10
2017-08-23 10:59:03,144 INFO: android_total=73, ios_total=17, android_error=25, ios_error=7
2017-08-23 10:59:16,559 INFO: android_total=73, ios_total=27, android_error=35, ios_error=8
2017-08-23 10:59:16,947 INFO: android_total=77, ios_total=23, android_error=39, ios_error=8
2017-08-23 10:59:17,338 INFO: android_total=75, ios_total=25, android_error=38, ios_error=6
2017-08-23 10:59:17,700 INFO: android_total=62, ios_total=27, android_error=31, ios_error=10
2017-08-23 10:59:17,949 INFO: android_total=73, ios_total=17, android_error=25, ios_error=7
2017-08-23 10:59:30,619 INFO: android_total=70, ios_total=30, android_error=47, ios_error=13
2017-08-23 10:59:31,081 INFO: android_total=86, ios_total=14, android_error=56, ios_error=7
2017-08-23 10:59:31,549 INFO: android_total=94, ios_total=6, android_error=56, ios_error=3
2017-08-23 10:59:31,964 INFO: android_total=85, ios_total=15, android_error=58, ios_error=6
2017-08-23 10:59:32,293 INFO: android_total=88, ios_total=12, android_error=39, ios_error=0
2017-08-23 10:59:32,697 INFO: android_total=89, ios_total=11, android_error=56, ios_error=2
2017-08-23 10:59:33,127 INFO: android_total=83, ios_total=17, android_error=55, ios_error=10
2017-08-23 10:59:33,539 INFO: android_total=90, ios_total=10, android_error=68, ios_error=2
2017-08-23 10:59:33,989 INFO: android_total=92, ios_total=8, android_error=65, ios_error=5
2017-08-23 10:59:34,191 INFO: android_total=14, ios_total=5, android_error=11, ios_error=1
2017-08-23 10:59:34,453 INFO: android_total=75, ios_total=6, android_error=31, ios_error=2
2017-08-23 10:59:35,489 INFO: android_total=83, ios_total=17, android_error=55, ios_error=4
2017-08-23 10:59:35,937 INFO: android_total=88, ios_total=12, android_error=64, ios_error=3
2017-08-23 10:59:36,347 INFO: android_total=90, ios_total=10, android_error=61, ios_error=2
2017-08-23 10:59:36,860 INFO: android_total=89, ios_total=11, android_error=61, ios_error=3
2017-08-23 10:59:37,306 INFO: android_total=87, ios_total=13, android_error=38, ios_error=7
2017-08-23 10:59:37,721 INFO: android_total=86, ios_total=14, android_error=53, ios_error=3
2017-08-23 10:59:38,229 INFO: android_total=82, ios_total=18, android_error=51, ios_error=5
2017-08-23 10:59:38,735 INFO: android_total=82, ios_total=18, android_error=52, ios_error=11
2017-08-23 10:59:39,157 INFO: android_total=86, ios_total=14, android_error=61, ios_error=5
2017-08-23 10:59:39,366 INFO: android_total=12, ios_total=2, android_error=5, ios_error=0
2017-08-23 10:59:39,695 INFO: android_total=76, ios_total=10, android_error=32, ios_error=1
2017-08-23 10:59:40,779 INFO: android_total=79, ios_total=17, android_error=55, ios_error=9
2017-08-23 10:59:41,000 INFO: android_total=25, ios_total=2, android_error=10, ios_error=1
2017-08-23 10:59:53,143 INFO: android_total=68, ios_total=32, android_error=42, ios_error=12
2017-08-23 10:59:53,542 INFO: android_total=86, ios_total=14, android_error=58, ios_error=9
2017-08-23 10:59:53,966 INFO: android_total=90, ios_total=10, android_error=54, ios_error=2
2017-08-23 10:59:54,380 INFO: android_total=92, ios_total=8, android_error=55, ios_error=2
2017-08-23 10:59:54,787 INFO: android_total=84, ios_total=16, android_error=59, ios_error=7
2017-08-23 10:59:55,171 INFO: android_total=87, ios_total=13, android_error=53, ios_error=4
2017-08-23 10:59:55,524 INFO: android_total=92, ios_total=8, android_error=29, ios_error=1
2017-08-23 10:59:55,866 INFO: android_total=86, ios_total=14, android_error=50, ios_error=10
2017-08-23 10:59:56,252 INFO: android_total=90, ios_total=10, android_error=67, ios_error=2
2017-08-23 10:59:56,570 INFO: android_total=66, ios_total=4, android_error=45, ios_error=2
2017-08-23 10:59:56,761 INFO: android_total=29, ios_total=1, android_error=16, ios_error=0
2017-08-23 10:59:57,793 INFO: android_total=83, ios_total=17, android_error=55, ios_error=5
2017-08-23 10:59:58,207 INFO: android_total=83, ios_total=17, android_error=55, ios_error=4
2017-08-23 10:59:58,609 INFO: android_total=89, ios_total=11, android_error=61, ios_error=3
2017-08-23 10:59:58,994 INFO: android_total=92, ios_total=8, android_error=61, ios_error=2
2017-08-23 10:59:59,379 INFO: android_total=88, ios_total=12, android_error=55, ios_error=2
2017-08-23 10:59:59,764 INFO: android_total=87, ios_total=13, android_error=49, ios_error=1
2017-08-23 11:00:00,159 INFO: android_total=81, ios_total=19, android_error=54, ios_error=8
2017-08-23 11:00:00,539 INFO: android_total=85, ios_total=15, android_error=30, ios_error=7
2017-08-23 11:00:00,902 INFO: android_total=89, ios_total=11, android_error=55, ios_error=4
2017-08-23 11:00:01,283 INFO: android_total=65, ios_total=18, android_error=41, ios_error=8
2017-08-23 11:00:01,480 INFO: android_total=15, ios_total=2, android_error=7, ios_error=1
2017-08-23 11:00:02,434 INFO: android_total=88, ios_total=12, android_error=57, ios_error=5
2017-08-23 11:00:02,888 INFO: android_total=86, ios_total=14, android_error=59, ios_error=5
2017-08-23 11:00:03,183 INFO: android_total=40, ios_total=10, android_error=24, ios_error=5
2017-08-23 11:00:03,414 INFO: android_total=35, ios_total=3, android_error=12, ios_error=0
2017-08-23 11:00:15,518 INFO: android_total=71, ios_total=29, android_error=49, ios_error=13
2017-08-23 11:00:15,973 INFO: android_total=86, ios_total=14, android_error=56, ios_error=7
2017-08-23 11:00:16,450 INFO: android_total=93, ios_total=7, android_error=60, ios_error=3
2017-08-23 11:00:16,984 INFO: android_total=89, ios_total=11, android_error=59, ios_error=4
2017-08-23 11:00:17,388 INFO: android_total=87, ios_total=13, android_error=38, ios_error=1
2017-08-23 11:00:17,859 INFO: android_total=87, ios_total=13, android_error=61, ios_error=3
2017-08-23 11:00:18,375 INFO: android_total=83, ios_total=17, android_error=47, ios_error=7
2017-08-23 11:00:18,848 INFO: android_total=91, ios_total=9, android_error=67, ios_error=6
2017-08-23 11:00:19,405 INFO: android_total=90, ios_total=10, android_error=65, ios_error=2
2017-08-23 11:00:19,765 INFO: android_total=13, ios_total=2, android_error=9, ios_error=1
2017-08-23 11:00:20,186 INFO: android_total=80, ios_total=5, android_error=35, ios_error=2
2017-08-23 11:00:21,306 INFO: android_total=80, ios_total=20, android_error=55, ios_error=5
2017-08-23 11:00:22,067 INFO: android_total=86, ios_total=14, android_error=61, ios_error=3
2017-08-23 11:00:22,855 INFO: android_total=87, ios_total=13, android_error=64, ios_error=6
2017-08-23 11:00:23,608 INFO: android_total=88, ios_total=12, android_error=61, ios_error=2
2017-08-23 11:00:25,669 INFO: android_total=91, ios_total=9, android_error=62, ios_error=2
2017-08-23 11:00:26,459 INFO: android_total=85, ios_total=15, android_error=38, ios_error=7
2017-08-23 11:00:27,249 INFO: android_total=86, ios_total=14, android_error=52, ios_error=3
2017-08-23 11:00:28,052 INFO: android_total=81, ios_total=19, android_error=50, ios_error=6
2017-08-23 11:00:28,869 INFO: android_total=82, ios_total=18, android_error=51, ios_error=11
2017-08-23 11:00:29,478 INFO: android_total=22, ios_total=1, android_error=18, ios_error=0
2017-08-23 11:00:30,153 INFO: android_total=70, ios_total=7, android_error=29, ios_error=1
2017-08-23 11:00:32,489 INFO: android_total=85, ios_total=15, android_error=55, ios_error=5
2017-08-23 11:00:33,315 INFO: android_total=82, ios_total=18, android_error=58, ios_error=10
2017-08-23 11:00:34,978 INFO: android_total=1, ios_total=0, android_error=1, ios_error=0
2017-08-23 11:00:35,753 INFO: android_total=44, ios_total=5, android_error=17, ios_error=1
